timestamp,No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Last Direct Cost,Indirect Cost _,Cost is Adjusted,Allow Online Adjustment,Vendor No_,Vendor Item No_,Lead Time Calculation,Reorder Point,Maximum Inventory,Reorder Quantity,Alternative Item No_,Unit List Price,Duty Due _,Duty Code,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Durability,Freight Type,Tariff No_,Duty Unit Conversion,Country_Region Purchased Code,Budget Quantity,Budgeted Amount,Budget Profit,Blocked,Block Reason,Last DateTime Modified,Last Date Modified,Last Time Modified,Price Includes VAT,VAT Bus_ Posting Gr_ (Price),Gen_ Prod_ Posting Group,Picture,Country_Region of Origin Code,Automatic Ext_ Texts,No_ Series,Tax Group Code,VAT Prod_ Posting Group,Reserve,Global Dimension 1 Code,Global Dimension 2 Code,Stockout Warning,Prevent Negative Inventory,Application Wksh_ User ID,Assembly Policy,GTIN,Default Deferral Template Code,Low-Level Code,Lot Size,Serial Nos_,Last Unit Cost Calc_ Date,Rolled-up Material Cost,Rolled-up Capacity Cost,Scrap _,Inventory Value Zero,Discrete Order Quantity,Minimum Order Quantity,Maximum Order Quantity,Safety Stock Quantity,Order Multiple,Safety Lead Time,Flushing Method,Replenishment System,Rounding Precision,Sales Unit of Measure,Purch_ Unit of Measure,Time Bucket,Reordering Policy,Include Inventory,Manufacturing Policy,Rescheduling Period,Lot Accumulation Period,Dampener Period,Dampener Quantity,Overflow Level,Manufacturer Code,Item Category Code,Created From Nonstock Item,Product Group Code,Purchasing Code,Service Item Group,Item Tracking Code,Lot Nos_,Expiration Calculation,Warehouse Class Code,Special Equipment Code,Put-away Template Code,Put-away Unit of Measure Code,Phys Invt Counting Period Code,Last Counting Period Update,Use Cross-Docking,Next Counting Start Date,Next Counting End Date,Id,Unit of Measure Id,Tax Group Id,Sales Blocked,Purchasing Blocked,Item Category Id,Over-Receipt Code,Routing No_,Production BOM No_,Single-Level Material Cost,Single-Level Capacity Cost,Single-Level Subcontrd_ Cost,Single-Level Cap_ Ovhd Cost,Single-Level Mfg_ Ovhd Cost,Overhead Rate,Rolled-up Subcontracted Cost,Rolled-up Mfg_ Ovhd Cost,Rolled-up Cap_ Overhead Cost,Order Tracking Policy,Critical,Common Item No_,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x04\xcf\x8eY',PKF0140,,SEALING TAPE WITH INNOGEN LOGO,SEALING TAPE WITH INNOGEN LOGO,,ROLL,0,0,PACKAGING,,,1,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:19:05.903,2021-11-18,1754-01-01 16:19:05.903,0,,PACKAGING,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,ROLL,ROLL,,0,0,0,,,,0.0,0.0,,PACKAGING,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0BB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.397,7E45060B-A2A4-4F72-B553-3234C753B380,2021-11-18 08:19:05.903,9653C221-7FA2-4E0F-9014-262920F59D6E
b'\x00\x00\x00\x00\x07\x9c.4',PKF0141,,ZEFUR CATCH COVER (NEW),ZEFUR CATCH COVER (NEW),,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.67857,0.0,2.67857,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:19:22.440,2021-11-18,1754-01-01 16:19:22.440,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0CB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.413,7E45060B-A2A4-4F72-B553-3234C753B380,2023-07-14 05:35:37.950,4A96EAA9-3DB9-423D-8512-43281713C4ED
b'\x00\x00\x00\x00\x0cK\xc2\xb9',PKF0143,,OLANZAPRO CATCH COVER,OLANZAPRO CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.94968,0.0,1.96429,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:41:28.647,2021-11-18,1754-01-01 16:41:28.647,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,FLAPS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0DB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.413,7E45060B-A2A4-4F72-B553-3234C753B380,2025-07-31 05:10:29.737,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0c\nS\x16',PKF0145,,QUETIAPRO CATCH COVER,QUETIAPRO CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.14285,0.0,2.14286,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:19:33.270,2021-11-18,1754-01-01 16:19:33.270,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0EB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.413,7E45060B-A2A4-4F72-B553-3234C753B380,2025-03-20 06:52:38.760,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\r\x05\xb0\xd3',PKF0148,,DESLOGEN CATCHCOVER,DESLOGEN CATCHCOVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.875,0.0,1.875,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2025-05-08 07:41:28.493,2025-05-08,1754-01-01 15:41:28.493,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0D39F418-DF2B-F011-A4FA-5E2CC006407F,2025-05-08 07:36:10.347,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2026-01-10 02:21:36.367,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\n}\x15\xec',PKF0157,,DESLOGEN 5mg -SAMPLE BOX,DESLOGEN 5MG -SAMPLE BOX,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.2679,0.0,2.26786,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:19:42.003,2021-11-18,1754-01-01 16:19:42.003,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0FB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.427,7E45060B-A2A4-4F72-B553-3234C753B380,2024-08-22 01:57:34.493,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x05rSO',PKF0168,,RAMIPRO 2.5mg -SAMPLE BOX,RAMIPRO 2.5MG -SAMPLE BOX,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.04284,0.0,1.04284,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:19:50.780,2021-11-18,1754-01-01 16:19:50.780,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,10B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.427,7E45060B-A2A4-4F72-B553-3234C753B380,2022-02-05 01:03:53.440,9653C221-7FA2-4E0F-9014-262920F59D6E
b'\x00\x00\x00\x00\ne\xc6P',PKF0184,,ENTEGARD CATCH COVER,ENTEGARD CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.56232,0.0,1.5625,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:20:00.310,2021-11-18,1754-01-01 16:20:00.310,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,11B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.443,7E45060B-A2A4-4F72-B553-3234C753B380,2024-07-02 02:07:23.987,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\r\x05\xb0\xd5',PKF0187,,CELEXIB 200mg/400mg CATCHCOVER,CELEXIB 200MG/400MG CATCHCOVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.62611,0.0,1.60714,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:41:59.573,2021-11-18,1754-01-01 16:41:59.573,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,12B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.443,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:21:36.383,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\r\x05\xb0\xd7',PKF0188,,CLONIGEN CATCH COVER,CLONIGEN CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.09821,0.0,1.09821,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:20:10.120,2021-11-18,1754-01-01 16:20:10.120,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,13B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.460,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:21:36.413,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\r\x05\xb0\xd9',PKF0193,,VERT COMMON CATCH COVER-NEW,VERT COMMON CATCH COVER-NEW,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.78572,0.0,1.78571,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:20:29.637,2021-11-18,1754-01-01 16:20:29.637,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,14B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.460,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:21:36.457,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\x0ctl\xea',PKF0198,,CLONIGEN 75MG/150MCG S. DOSE x 3's common,CLONIGEN 75MG/150MCG S. DOSE X 3'S COMMON,common s. dose W/ 3 TABLETS flaps only,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.51786,0.0,1.51788,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-03-20 05:31:12.320,2024-03-20,1754-01-01 13:31:12.320,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,15B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.460,7E45060B-A2A4-4F72-B553-3234C753B380,2025-10-23 00:43:02.243,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x06hG\x06',PKF0202,,TRIFIXIME CATCH COVER-NEW,TRIFIXIME CATCH COVER-NEW,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,0.77649,0.0,0.77649,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:22:19.057,2021-11-18,1754-01-01 16:22:19.057,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,16B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.477,7E45060B-A2A4-4F72-B553-3234C753B380,2022-11-05 02:31:20.517,231778F0-FC62-474D-8BCC-F79E6C896C7A
b'\x00\x00\x00\x00\x06L\x96\xa3',PKF0205,,SALMEFLO CATCH COVER-NEW,SALMEFLO CATCH COVER-NEW,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.5,0.0,2.5,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:22:28.127,2021-11-18,1754-01-01 16:22:28.127,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,17B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.477,7E45060B-A2A4-4F72-B553-3234C753B380,2022-09-07 00:22:39.110,231778F0-FC62-474D-8BCC-F79E6C896C7A
b'\x00\x00\x00\x00\r\x05\xb0\xdb',PKF0213,,RUSTOR CATCH COVER-NEW,RUSTOR CATCH COVER-NEW,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.01786,0.0,1.05687,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:22:35.733,2021-11-18,1754-01-01 16:22:35.733,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,18B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.490,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:21:36.487,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\x0c<\xfb)',PKF0215,,TRIPGEN CATCH COVER,TRIPGEN CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.66493,0.0,1.66493,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:22:43.403,2021-11-18,1754-01-01 16:22:43.403,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,19B11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.507,7E45060B-A2A4-4F72-B553-3234C753B380,2025-07-03 07:42:53.270,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0cK\xc4\x0e',PKF0216,,ZYZYX CATCH COVER,ZYZYX CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.63411,0.0,1.5625,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-08-24 00:10:20.703,2021-08-24,1754-01-01 08:10:20.703,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,4F5AD27A-6E04-EC11-A4C7-5E2CC006407F,2021-08-24 00:01:50.517,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-07-31 05:10:43.800,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0chZ\x88',PKF0220,,ESOMEP CATCH COVER NEW,ESOMEP CATCH COVER NEW,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.94643,0.0,1.94645,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:23:02.803,2021-11-18,1754-01-01 16:23:02.803,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1AB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.507,7E45060B-A2A4-4F72-B553-3234C753B380,2025-10-01 00:45:30.790,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\r\x05\xb0\xdd',PKF0224,,DOXOPRO CATCH COVER,DOXOPRO CATCH COVER,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,1.69643,0.0,1.69643,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-10-03 01:42:36.713,2022-10-03,1754-01-01 09:42:36.713,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1BB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.507,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:21:36.507,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\nK\x91\x0b',PKF0225,,QUETIAPRO STARTER BOX,QUETIAPRO STARTER BOX,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.58929,0.0,2.58929,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 08:23:20.973,2021-11-18,1754-01-01 16:23:20.973,0,,PROMO,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,1,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,PROMATS,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1CB11CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:04.523,7E45060B-A2A4-4F72-B553-3234C753B380,2024-05-03 05:42:40.473,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
